id,Name,ext_name,force,Legion,belong,location,identity,loyalty,Merit,command,battlebility,intelligence,politics,charm,five_circles,spearman,Halberd,crossbowmen,cavalry,weapon,Navy,Strong_ID,icon,gender,phase,stunt,stunt_combo,Stunt_description,power_level_1,Level_2,Level_3,Level_4,Level_5,Level_6,debut_year,birth_year,death_year
385,奚斤,,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,77,73,65,74,73,362,精,熟,精,精,熟,初,2,1604,男,143,繁殖,81-繁殖,增加生产军马之兵装时的产量,,,,,,,150,130,229
386,杨荣,勉仁,朱元璋,朱元璋,建业,建业,一般,120,2000,62,55,84,89,86,376,熟,熟,初,熟,初,初,0,1736,男,88,搬运,7-搬运,增加输送部队的移动力,,,,,,,150,130,229
387,杨溥,弘济,朱元璋,朱元璋,建业,建业,一般,120,2000,36,49,73,85,88,331,初,初,初,初,初,初,3,1737,男,89,循史,137-循史,增加建设内政设施的速度,,,,,,,150,130,229
388,叔孙建,,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,82,67,81,61,77,368,熟,熟,精,极,精,熟,1,1605,男,143,扫荡,9-扫荡,被攻击的敌方部队气力减少（小）,,,,,,,150,130,229
389,太史慈,子义,,,长沙,长沙,未发现,0,0,73,90,54,56,78,351,初,精,精,精,初,熟,1,22,男,122,狙击,128-狙击,施展射击战法时，使敌将负伤機率增加,,,,,,,150,130,229
390,崔浩,伯渊,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,48,38,102,87,55,330,初,熟,初,初,初,初,1,1606,男,146,鬼谋,65-鬼谋,增广１区格可施展部队计略的範围,,,,,,,150,130,229
391,高允,伯恭,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,27,26,88,87,83,311,初,初,初,初,初,初,2,731,男,146,指导,84-指导,研究技巧时的费用减半,,,,,,,150,130,229
392,李顺,德正,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,63,43,90,65,62,323,初,初,初,熟,初,初,1,1608,男,144,亲和,142-亲和,实行亲善所能提升的友好度加倍,,,,,,,150,130,229
393,陆俟,,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,73,70,86,73,77,379,熟,初,精,精,熟,初,1,1609,男,146,特技255,,,,,,,,,150,130,229
394,古弼,,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,72,77,73,68,63,353,熟,熟,熟,精,初,初,1,1610,男,146,特技255,,,,,,,,,150,130,229
395,赵雲,子龙,刘备,刘备,永安,永安,一般,120,2000,74,95,68,60,75,372,熟,熟,极,精,初,熟,0,9,男,74,血路,33-血路,就算部队溃灭，同部队的武将也不会被俘虏,,,,,,,150,130,229
396,慕容白曜,,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,81,69,55,44,67,316,精,熟,熟,精,极,初,1,1611,男,147,连击,12-连击,施展一般攻击时，有50％的機率可连续攻击２次,,,,,,,225,205,304
397,李冲,思顺,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,47,37,82,90,89,345,初,初,初,初,初,初,1,1612,男,144,发明,82-发明,生产兵器之兵装时所需的生产期间减半,,,,,,,180,160,259
398,杨大眼,,,,蓟,蓟,未发现,0,0,77,99,47,41,64,328,极,熟,熟,极,熟,初,0,1613,男,147,威风,10-威风,被攻击的敌方部队气力减少（大）,,,,,,,150,130,229
399,奚康生,,,,蓟,蓟,未发现,0,0,74,94,39,45,41,293,熟,熟,极,精,初,初,1,1614,男,142,射手,50-射手,可於森林使用弩兵战法,,,,,,,150,130,229
400,崔延伯,,,,蓟,蓟,未发现,0,0,72,93,54,38,53,310,精,精,熟,精,初,熟,1,1615,男,142,怒发,30-怒发,遭受敌方部队的战法攻击时，气力就会回復,,,,,,,150,130,229
401,张华,茂先,司马懿,司马懿,寿春,寿春,一般,120,2000,41,32,82,75,75,305,初,初,初,初,熟,初,0,477,男,31,风水,97-风水,所属都市不容易出现蝗灾、瘟疫,,,,,,,195,175,274
402,邢峦,洪宾,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,83,52,88,76,66,365,精,熟,精,精,精,熟,0,1616,男,143,长驱,3-长驱,增加骑兵部队的移动力,,,,,,,150,130,229
403,李崇,继长,拓跋珪,拓跋珪,蓟,蓟,一般,120,2000,81,48,85,79,69,362,精,精,熟,熟,熟,极,1,1617,男,143,安民,136-安民,攻破敌方城池后可保留全部内政设施,,,,,,,150,130,229
404,宇文泰,黑獭,宇文泰,宇文泰,汉中,汉中,君主,120,2000,91,77,93,90,94,445,精,极,精,极,熟,初,1,1641,男,10,激励,145-激励,如果使用战法成功，则有機率可再行动一次,,,,,,,150,130,229
405,傅永,修期,,,蓟,蓟,未发现,0,0,76,82,68,56,52,334,精,熟,熟,精,熟,熟,1,1618,男,142,待伏,16-待伏,伏兵成功时施展会心一击,,,,,,,150,130,229
406,尔朱荣,天宝,,,蓟,蓟,未发现,0,0,92,85,62,55,59,353,精,精,精,极,熟,熟,1,1619,男,0,骑将,37-骑将,对武力比自己低的敌方部队施展骑兵战法成功时会心一击,,,,,,,150,130,229
407,尔朱兆,万仁,,,蓟,蓟,未发现,0,0,66,92,18,10,23,209,熟,熟,熟,精,初,初,1,1620,男,0,掠夺,21-掠夺,击破敌方部队时，有機会夺取敌将的道具,,,,,,,165,145,244
408,斛斯椿,法寿,,,蓟,蓟,未发现,0,0,55,51,89,73,56,324,初,初,初,熟,熟,初,1,1621,男,147,言毒,54-言毒,对智力比自己低的敌方部队施展部队计略「伪报」时，必定会成功,,,,,,,150,130,229
409,贺拔允,可泥,,,蓟,蓟,未发现,0,0,68,83,66,58,70,345,熟,熟,精,精,初,初,2,1622,男,148,白马,25-白马,未研究技巧「骑射」时也可施展骑射；骑射可施展会心一击,,,,,,,150,130,229
410,张紘,子纲,孙坚,孙坚,长沙,长沙,一般,120,2000,24,11,78,85,77,275,初,初,初,初,初,初,1,101,男,121,特技255,,,,,,,,,150,130,229
411,张郃,儁乂,曹操,曹操,许昌,许昌,一般,120,2000,84,84,70,52,68,358,精,极,熟,精,精,初,0,1025,男,27,巧变,125-巧变,可无视地形限制施展战法,,,,,,,150,130,229
412,贺拔胜,破胡,,,蓟,蓟,未发现,0,0,73,88,60,54,68,343,熟,熟,精,精,初,熟,1,1623,男,148,血路,33-血路,就算部队溃灭，同部队的武将也不会被俘虏,,,,,,,150,131,229
413,贺拔岳,斗泥,,,蓟,蓟,未发现,0,0,80,86,67,68,75,376,熟,熟,精,极,熟,初,2,1624,男,148,狙击,128-狙击,施展射击战法时，使敌将负伤機率增加,,,,,,,150,132,229
414,高欢,,高欢,高欢,南皮,南皮,君主,120,2000,87,78,94,84,84,427,极,精,精,极,熟,熟,1,1625,男,0,機智,55-機智,对智力比自己低的敌方部队施展部队计略「擾乱」时，必定会成功,,,,,,,150,130,229
415,高澄,子惠,高欢,高欢,南皮,南皮,一般,120,2000,62,61,80,83,81,367,熟,熟,熟,初,熟,初,0,1626,男,0,规律,72-规律,可防止遭受部队计略「伪报」,,,,,,,165,145,244
416,高洋,子进,高欢,高欢,南皮,南皮,一般,120,2000,83,72,81,72,59,367,精,精,熟,精,熟,初,0,1627,男,0,沉著,73-沉著,可防止遭受部队计略「擾乱」,,,,,,,165,146,244
417,高敖曹,,高欢,高欢,南皮,南皮,一般,120,2000,80,109,47,30,63,329,极,熟,精,精,熟,初,2,1628,男,2,恫吓,134-恫吓,武力比自己低的邻接敌方部队有一定機率陷入眩晕,,,,,,,150,130,229
418,杨一清,应宁,,,建业,建业,未发现,0,0,68,50,79,86,76,359,熟,初,初,熟,精,初,3,1741,男,91,繁殖,81-繁殖,增加生产军马之兵装时的产量,,,,,,,150,130,229
419,张昭,子布,孙坚,孙坚,长沙,长沙,一般,120,2000,23,13,76,87,79,278,初,初,初,初,初,初,1,133,男,121,特技255,,,,,,,,,150,130,229
420,侯景,万景,高欢,高欢,南皮,南皮,一般,120,2000,82,80,78,24,18,282,精,熟,熟,精,熟,精,0,1630,男,145,掠夺,21-掠夺,击破敌方部队时，有機会夺取敌将的道具,,,,,,,150,130,229
421,窦泰,世宁,高欢,高欢,南皮,南皮,一般,120,2000,72,78,72,65,59,346,熟,熟,精,熟,初,初,1,1629,男,1,特技255,,,,,,,,,150,130,229
422,彭乐,兴,高欢,高欢,南皮,南皮,一般,120,2000,67,93,15,18,27,220,熟,初,熟,精,初,初,2,1631,男,5,金刚,28-金刚,在敌方攻击力微弱时被攻击的话，有50％的機率不会受到损伤,,,,,,,150,130,229
423,慕容绍宗,,高欢,高欢,南皮,南皮,一般,120,2000,86,68,87,71,64,376,极,精,极,精,精,精,1,1632,男,3,巧变,125-巧变,可无视地形限制施展战法,,,,,,,240,220,319
424,武曌,则天,李渊,李渊,洛阳,洛阳,一般,120,2000,44,28,88,94,67,321,初,初,初,初,初,初,0,1409,女,45,威压,95-威压,所属都市的领内不容易出现盗贼或異族的根据地,,,,,,,150,130,229
425,斛律金,,高欢,高欢,南皮,南皮,一般,120,2000,77,86,46,53,68,330,熟,初,精,极,初,初,1,1633,男,149,射手,50-射手,可於森林使用弩兵战法,,,,,,,150,130,229
426,斛律光,明月,高欢,高欢,南皮,南皮,一般,120,2000,91,91,69,61,56,368,精,熟,极,极,熟,初,1,1634,男,149,特技152,,,,,,,,,165,145,244
427,段韶,孝先,高欢,高欢,南皮,南皮,一般,120,2000,93,85,80,67,78,403,极,极,精,极,熟,熟,1,1635,男,1,战将,124-战将,对防御力比己方攻击力低的敌方部队施展战法成功会心一击,,,,,,,150,130,229
428,高长恭,,高欢,高欢,南皮,南皮,一般,120,2000,84,91,59,55,86,375,精,精,熟,极,熟,初,2,1636,男,0,昂扬,11-昂扬,打倒敌方部队就可回復气力,,,,,,,180,160,259
429,陈元康,长猷,,,南皮,南皮,未发现,0,0,45,46,84,69,51,295,初,初,初,初,熟,初,1,1637,男,4,秘计,59-秘计,对智力比自己高的敌方部队施展部队计略成功时会心一击,,,,,,,150,130,229
430,杜弼,辅玄,,,南皮,南皮,未发现,0,0,53,32,69,81,80,315,熟,熟,熟,初,初,初,3,1420,男,4,法治,140-法治,所在城治安不会下降,,,,,,,150,130,229
431,崔暹,季伦,,,南皮,南皮,未发现,0,0,31,34,75,80,72,292,初,初,初,初,初,初,3,1639,男,4,眼力,85-眼力,若有未发现的在野人士时执行人材探索的话，必定会发现,,,,,,,150,130,229
432,张飞,益德,刘备,刘备,永安,永安,一般,120,2000,80,102,61,38,55,336,精,精,初,精,初,初,0,1,男,75,恫吓,134-恫吓,武力比自己低的邻接敌方部队有一定機率陷入眩晕,,,,,,,150,130,229
433,杨愔,遵彦,,,南皮,南皮,未发现,0,0,42,71,74,88,78,353,初,熟,初,初,初,初,1,1640,男,4,能吏,80-能吏,增加生产枪、戟、弩之兵装时的产量,,,,,,,150,130,229
434,于谨,思敬,宇文泰,宇文泰,汉中,汉中,一般,120,2000,82,66,90,78,70,386,精,熟,精,精,极,精,0,1645,男,9,指导,84-指导,研究技巧时的费用减半,,,,,,,225,205,304
435,宇文邕,,宇文泰,宇文泰,汉中,汉中,一般,120,2000,84,73,86,91,69,403,精,熟,精,精,极,初,0,1642,男,10,待伏,16-待伏,伏兵成功时施展会心一击,,,,,,,165,145,244
436,宇文宪,,宇文泰,宇文泰,汉中,汉中,一般,120,2000,88,79,85,72,78,402,极,极,精,精,熟,初,0,1643,男,10,繁殖,81-繁殖,增加生产军马之兵装时的产量,,,,,,,165,146,244
437,独孤信,如愿,宇文泰,宇文泰,汉中,汉中,一般,120,2000,80,84,75,80,90,409,精,熟,精,精,熟,熟,1,1644,男,12,名声,79-名声,增加徵兵时的士兵数,,,,,,,150,130,229
438,李弼,景和,宇文泰,宇文泰,汉中,汉中,一般,120,2000,78,87,70,57,67,359,精,熟,熟,精,初,初,1,1646,男,8,陷阵,133-陷阵,能对敌方施展的战法予以强势的反击,,,,,,,150,130,229
439,张辽,文远,曹操,曹操,许昌,许昌,一般,120,2000,87,92,67,55,77,378,极,精,熟,极,熟,熟,1,14,男,23,威风,10-威风,被攻击的敌方部队气力减少（大）,,,,,,,150,130,229
440,赵贵,符贵,宇文泰,宇文泰,汉中,汉中,一般,120,2000,70,71,61,63,72,337,熟,初,熟,精,熟,初,1,1648,男,8,辅佐,26-辅佐,即使没建立人际关係（厌恶除外）也可获得支援攻击,,,,,,,150,130,229
441,李虎,,宇文泰,宇文泰,汉中,汉中,一般,120,2000,77,86,57,64,81,365,熟,熟,精,精,熟,初,1,1647,男,8,安民,136-安民,攻破敌方城池后可保留全部内政设施,,,,,,,180,160,259
442,侯莫陈崇,尚乐,宇文泰,宇文泰,汉中,汉中,一般,120,2000,75,88,46,47,57,313,熟,初,精,精,熟,初,2,1649,男,8,白马,25-白马,未研究技巧「骑射」时也可施展骑射；骑射可施展会心一击,,,,,,,150,130,229
443,达奚武,成兴,宇文泰,宇文泰,汉中,汉中,一般,120,2000,73,85,48,35,53,294,初,熟,精,极,初,初,2,1650,男,11,扫荡,9-扫荡,被攻击的敌方部队气力减少（小）,,,,,,,150,130,229
444,杨忠,,宇文泰,宇文泰,汉中,汉中,一般,120,2000,79,93,55,51,55,333,熟,极,熟,精,精,熟,0,1651,男,11,金刚,28-金刚,在敌方攻击力微弱时被攻击的话，有50％的機率不会受到损伤,,,,,,,150,130,229
445,蔡佑,承先,宇文泰,宇文泰,汉中,汉中,一般,120,2000,66,89,58,50,76,339,熟,熟,精,熟,初,初,3,1652,男,9,护卫,52-护卫,同部队的武将不会战死、负伤,,,,,,,150,130,229
446,苏绰,令绰,宇文泰,宇文泰,汉中,汉中,一般,120,2000,40,48,84,97,86,355,初,初,初,初,初,初,3,1653,男,14,能吏,80-能吏,增加生产枪、戟、弩之兵装时的产量,,,,,,,150,130,229
447,韦孝宽,,宇文泰,宇文泰,汉中,汉中,一般,120,2000,89,65,95,79,89,417,精,精,精,熟,极,熟,1,1654,男,14,诡计,56-诡计,对智力比自己低的敌方部队施展部队计略「内讧」时，必定会成功,,,,,,,150,130,229
448,陆贾,,刘邦,刘邦,成都,成都,一般,120,2000,20,39,85,79,71,294,初,初,初,初,初,初,3,1870,男,76,亲越,93-亲越,所属都市的领内不会出现異族「山越」的根据地,,,,,,,150,130,229
449,王罴,熊罴,宇文泰,宇文泰,汉中,汉中,一般,120,2000,76,82,56,73,65,352,熟,精,精,熟,熟,初,1,1655,男,14,铁壁,29-铁壁,就算被一齐攻击，也会视之为一般攻击,,,,,,,150,130,229
450,王思政,思政,宇文泰,宇文泰,汉中,汉中,一般,120,2000,81,85,82,76,73,397,熟,精,精,初,精,熟,1,1656,男,13,坚城,131-坚城,城防和士兵所受伤害减半,,,,,,,150,130,229
451,王轨,,宇文泰,宇文泰,汉中,汉中,一般,120,2000,79,68,85,73,74,379,熟,熟,初,熟,极,熟,0,1657,男,13,秘计,59-秘计,对智力比自己高的敌方部队施展部队计略成功时会心一击,,,,,,,150,130,229
452,尉迟迥,,宇文泰,宇文泰,汉中,汉中,一般,120,2000,76,74,80,77,84,391,精,熟,精,熟,精,熟,0,1658,男,6,踏破,6-踏破,无栈道通行的损害；减轻落石的损伤。,,,,,,,150,130,229
453,杨坚,,杨坚,杨坚,汝南,汝南,君主,120,2000,65,54,71,95,82,367,熟,熟,初,初,熟,熟,0,1659,男,15,徵收,90-徵收,每个月所属都市都会有兵粮的收入（一次的收入将减半）,,,,,,,165,145,244
454,杨素,处道,杨坚,杨坚,汝南,汝南,一般,120,2000,98,74,84,76,31,363,极,极,精,极,精,神,0,1663,男,14,巧变,125-巧变,可无视地形限制施展战法,,,,,,,180,160,259
455,高熲,昭玄,杨坚,杨坚,汝南,汝南,一般,120,2000,84,53,101,105,88,431,熟,极,精,熟,精,精,0,1660,男,14,特技150,,,,,,,,,150,130,229
456,梁睿,恃德,杨坚,杨坚,汝南,汝南,一般,120,2000,78,62,87,69,74,370,熟,精,熟,熟,精,熟,1,1662,男,11,亲蛮,94-亲蛮,所属都市的领内不会出现異族「南蛮」的根据地,,,,,,,150,130,229
457,李德林,公辅,杨坚,杨坚,汝南,汝南,一般,120,2000,25,16,86,84,71,282,初,初,初,初,初,初,0,1661,男,13,精妙,20-精妙,击破敌方部队时所获得的技巧点数增为２倍,,,,,,,150,130,229
458,史万岁,,杨坚,杨坚,汝南,汝南,一般,120,2000,89,100,54,33,45,321,熟,极,精,极,熟,熟,0,1664,男,11,威风,10-威风,被攻击的敌方部队气力减少（大）,,,,,,,150,130,229
459,韩擒虎,子通,杨坚,杨坚,汝南,汝南,一般,120,2000,85,83,70,59,59,356,极,精,熟,熟,初,极,0,1665,男,14,昂扬,11-昂扬,打倒敌方部队就可回復气力,,,,,,,150,130,229
460,贺若弼,辅伯,杨坚,杨坚,汝南,汝南,一般,120,2000,86,81,85,49,43,344,精,精,极,精,熟,精,0,1666,男,14,怒发,30-怒发,遭受敌方部队的战法攻击时，气力就会回復,,,,,,,150,130,229
461,程昱,仲德,曹操,曹操,许昌,许昌,一般,120,2000,63,59,87,76,44,329,精,初,初,初,精,初,0,106,男,24,掎角,18-掎角,施展齐攻时，有50％的機率让对方陷入混乱,,,,,,,150,130,229
462,长孙晟,季晟,杨坚,杨坚,汝南,汝南,一般,120,2000,72,78,95,74,75,394,熟,熟,精,精,熟,初,1,1667,男,12,射手,50-射手,可於森林使用弩兵战法,,,,,,,255,235,334
463,杨广,,杨坚,杨坚,汝南,汝南,一般,120,2000,65,63,75,75,34,312,熟,熟,初,熟,熟,熟,0,1668,男,15,搬运,7-搬运,增加输送部队的移动力,,,,,,,180,160,259
464,薛世雄,世英,,,汝南,汝南,未发现,0,0,71,83,42,54,67,317,精,熟,初,精,初,初,1,1669,男,18,突袭,13-突袭,於陆上攻击时，有50％的機率不会受到损伤,,,,,,,150,130,229
465,来护兒,崇善,,,汝南,汝南,未发现,0,0,73,80,58,38,61,310,熟,熟,初,初,初,极,0,1670,男,18,强袭,14-强袭,於水上攻击时，有50％的機率不会受到损伤,,,,,,,240,220,319
466,徐阶,子升,朱元璋,朱元璋,建业,建业,一般,120,2000,51,45,89,92,75,352,初,初,初,初,熟,初,1,1744,男,94,反计,68-反计,若识破部队计略，就可对其施展同样的计略,,,,,,,150,130,229
467,张须陀,,,,汝南,汝南,未发现,0,0,76,94,45,51,79,345,精,精,熟,熟,精,熟,0,1671,男,17,游侠,126-游侠,对兵力远多于己方的敌方部队施展战法成功时会心一击,,,,,,,150,130,229
468,裴仁基,德本,杨坚,杨坚,汝南,汝南,一般,120,2000,72,80,57,48,54,311,精,精,初,熟,熟,初,1,1672,男,30,扫荡,9-扫荡,被攻击的敌方部队气力减少（小）,,,,,,,150,130,229
469,文彦博,宽夫,赵匡胤,赵匡胤,濮阳,濮阳,一般,120,2000,65,61,76,84,88,374,熟,熟,精,初,熟,熟,1,1835,男,63,搬运,7-搬运,增加输送部队的移动力,,,,,,,150,130,229
470,王世充,行满,,,汝南,汝南,未发现,0,0,75,65,80,66,44,330,精,精,熟,熟,初,精,1,1674,男,19,祈願,98-祈願,所属都市容易出现豐收,,,,,,,150,130,229
471,典韦,,曹操,曹操,许昌,许昌,一般,120,2000,56,97,25,21,38,237,熟,精,初,初,初,初,1,13,男,25,护卫,52-护卫,同部队的武将不会战死、负伤,,,,,,,150,130,229
472,李密,法主,,,汝南,汝南,未发现,0,0,77,64,83,69,81,374,精,精,精,熟,熟,熟,0,1673,男,32,看破,60-看破,必定可识破智力比自己低的敌方部队所施展部队计略,,,,,,,195,175,274
473,单雄信,,,,汝南,汝南,未发现,0,0,64,90,41,28,57,280,精,熟,初,熟,初,熟,1,1675,男,24,飞将,0-飞将,於陆上时不考虑ＺＯＣ、对武力低的敌部队施展战法成功时会心一击,,,,,,,150,130,229
474,裴行俨,,杨坚,杨坚,汝南,汝南,一般,120,2000,63,105,37,39,49,293,熟,精,初,熟,初,熟,3,1676,男,36,陷阵,133-陷阵,能对敌方施展的战法予以强势的反击,,,,,,,165,145,244
475,李世民,,李渊,李渊,洛阳,洛阳,一般,120,2000,104,82,92,97,112,487,神,精,神,极,精,精,0,1677,男,45,强运,32-强运,不会战死、被俘、负伤,,,,,,,225,207,304
476,李隆基,,李渊,李渊,洛阳,洛阳,一般,120,2000,58,71,82,84,86,381,熟,精,熟,初,初,熟,3,1678,男,45,奏乐,75-奏乐,每回合回復自军部队的气力,,,,,,,270,250,349
477,李道宗,承范,李渊,李渊,洛阳,洛阳,一般,120,2000,82,81,63,56,64,346,精,熟,精,精,初,熟,0,1679,男,45,昂扬,11-昂扬,打倒敌方部队就可回復气力,,,,,,,225,208,304
478,李孝恭,,李渊,李渊,洛阳,洛阳,一般,120,2000,76,61,69,71,74,351,精,熟,熟,初,熟,精,1,1680,男,45,造船,83-造船,生产舰船之兵装时所需的生产期间减半,,,,,,,225,205,304
479,董允,休昭,,,永安,永安,未发现,0,0,38,25,69,81,79,292,初,初,初,初,初,初,3,164,男,76,特技255,,,,,,,,,150,130,229
480,房玄龄,,李渊,李渊,洛阳,洛阳,一般,120,2000,45,35,97,93,83,353,初,初,初,初,初,初,0,1681,男,46,百出,64-百出,部队计略的消费气力变为１,,,,,,,150,130,229
481,刘秀,文叔,刘秀,刘秀,宛,宛,君主,120,2000,98,83,90,96,115,482,神,极,精,极,熟,熟,0,1360,男,70,激励,145-激励,如果使用战法成功，则有機率可再行动一次,,,,,,,210,190,289
482,杜如晦,克明,李渊,李渊,洛阳,洛阳,一般,120,2000,30,44,96,91,81,342,初,初,初,初,初,初,2,1682,男,46,妙计,58-妙计,对智力比自己低的敌方部队施展部队计略成功时会心一击,,,,,,,150,130,229
483,长孙无忌,辅机,李渊,李渊,洛阳,洛阳,一般,120,2000,52,58,77,83,72,342,熟,熟,熟,初,初,熟,1,1683,男,44,秘计,59-秘计,对智力比自己高的敌方部队施展部队计略成功时会心一击,,,,,,,270,251,349
484,魏征,玄成,李渊,李渊,洛阳,洛阳,一般,120,2000,46,56,88,90,78,358,初,初,初,初,初,初,1,1684,男,41,明镜,74-明镜,可防止遭受部队计略的「伪报、擾乱」,,,,,,,150,130,229
485,李靖,药师,李渊,李渊,洛阳,洛阳,一般,120,2000,112,72,95,72,77,428,极,极,神,神,熟,神,0,1685,男,48,兵仙,122-兵仙,对统率较低的部队施展战法必成功,,,,,,,150,130,229
486,李绩,懋功,李渊,李渊,洛阳,洛阳,一般,120,2000,97,69,98,77,89,430,精,极,精,极,神,精,0,1686,男,48,富豪,87-富豪,每个月的所属都市的资金收入增为1.5倍,,,,,,,150,130,229
487,秦琼,叔宝,李渊,李渊,洛阳,洛阳,一般,120,2000,70,97,49,51,63,330,精,精,初,熟,熟,熟,0,1687,男,47,金刚,28-金刚,在敌方攻击力微弱时被攻击的话，有50％的機率不会受到损伤,,,,,,,150,130,229
488,尉迟恭,敬德,李渊,李渊,洛阳,洛阳,一般,120,2000,72,96,54,46,52,320,精,熟,熟,精,熟,初,0,1688,男,47,护卫,52-护卫,同部队的武将不会战死、负伤,,,,,,,150,130,229
489,罗士信,,李渊,李渊,洛阳,洛阳,一般,120,2000,68,98,52,31,69,318,极,熟,初,熟,精,初,1,1689,男,41,枪将,34-枪将,对武力比自己低的敌方部队施展枪兵战法成功时会心一击,,,,,,,150,130,229
490,程知节,,李渊,李渊,洛阳,洛阳,一般,120,2000,73,88,43,50,58,312,精,精,熟,熟,初,初,0,1690,男,47,猛者,51-猛者,以战法让敌方部队移动区格时，有50％的機率可让敌将负伤,,,,,,,150,130,229
491,薛仁贵,,李渊,李渊,洛阳,洛阳,一般,120,2000,89,110,62,58,66,385,精,极,精,极,熟,熟,0,1691,男,42,神将,40-神将,对武力比自己低的敌方部队施展一般攻击及战法成功时会心一击,,,,,,,225,205,304
492,苏定方,,李渊,李渊,洛阳,洛阳,一般,120,2000,96,89,68,65,70,388,极,极,精,神,熟,精,0,1692,男,42,驱逐,23-驱逐,对武力比自己低的敌方部队施展一般攻击时会成为会心一击,,,,,,,150,130,229
493,王霸,元伯,刘秀,刘秀,宛,宛,一般,120,2000,78,80,62,60,69,349,熟,极,熟,熟,熟,熟,0,1373,男,72,沉著,73-沉著,可防止遭受部队计略「擾乱」,,,,,,,150,130,229
494,刘仁轨,正则,李渊,李渊,洛阳,洛阳,一般,120,2000,87,68,71,80,75,381,熟,熟,精,熟,精,极,0,1693,男,46,火攻,53-火攻,对智力比自己低的敌方部队施展部队计略「火计」时必定会成功,,,,,,,150,130,229
495,裴行俭,守约,李渊,李渊,洛阳,洛阳,一般,120,2000,93,57,91,83,76,400,极,精,精,极,精,熟,1,1694,男,41,巧变,125-巧变,可无视地形限制施展战法,,,,,,,165,146,244
496,狄仁傑,怀英,李渊,李渊,洛阳,洛阳,一般,120,2000,55,46,86,92,94,373,初,熟,初,初,熟,初,0,1410,男,46,洞察,61-洞察,必定可识破敌方部队所施展的部队计略,,,,,,,150,130,229
497,张九龄,子寿,李渊,李渊,洛阳,洛阳,一般,120,2000,16,22,76,87,79,280,初,初,初,初,初,初,3,1699,男,48,诗想,76-诗想,军乐台的回復气力效果增为２倍,,,,,,,240,220,319
498,姚崇,元之,李渊,李渊,洛阳,洛阳,一般,120,2000,54,52,88,96,62,352,初,初,熟,初,初,初,0,1697,男,47,能吏,80-能吏,增加生产枪、戟、弩之兵装时的产量,,,,,,,150,130,229
499,宋璟,,李渊,李渊,洛阳,洛阳,一般,120,2000,37,42,83,95,87,344,初,初,初,初,初,初,0,1698,男,47,仁政,96-仁政,所属相同的武将之每个月的忠诚不会下降,,,,,,,150,130,229
500,王忠嗣,,李渊,李渊,洛阳,洛阳,一般,120,2000,91,86,75,59,73,384,精,精,精,极,熟,熟,0,1309,男,44,繁殖,81-繁殖,增加生产军马之兵装时的产量,,,,,,,150,130,229
501,杜预,元凯,司马懿,司马懿,寿春,寿春,一般,120,2000,86,35,84,84,81,370,精,熟,极,初,极,极,0,191,男,28,推进,4-推进,於水上时不考虑ＺＯＣ,,,,,,,150,130,229
502,高仙芝,,,,洛阳,洛阳,未发现,0,0,83,83,61,31,43,301,熟,熟,精,精,精,初,0,1700,男,40,强行,2-强行,增加兵器、输送部队以外的陆上部队之移动力,,,,,,,150,130,229
503,封常清,,,,洛阳,洛阳,未发现,0,0,78,59,74,57,56,324,熟,熟,精,精,精,初,1,1701,男,40,治军,130-治军,物理攻击眩晕效果免疫,,,,,,,150,130,229
504,哥舒翰,,,,洛阳,洛阳,未发现,0,0,73,91,62,38,42,306,极,熟,熟,熟,熟,初,1,1702,男,40,游侠,126-游侠,对兵力远多于己方的敌方部队施展战法成功时会心一击,,,,,,,150,130,229
505,秦良玉,贞素,,,建业,建业,未发现,0,0,80,79,70,66,82,377,极,极,精,熟,熟,熟,0,1760,女,88,昂扬,11-昂扬,打倒敌方部队就可回復气力,,,,,,,150,130,229
506,郭子仪,,李渊,李渊,洛阳,洛阳,一般,120,2000,92,82,75,67,97,413,极,极,精,精,熟,精,0,1703,男,46,攻心,22-攻心,攻击时可将敌方部队的一部分士兵吸收到自军部队中,,,,,,,150,130,229
507,李光弼,,李渊,李渊,洛阳,洛阳,一般,120,2000,94,81,84,58,58,375,精,熟,极,极,极,熟,0,1704,男,42,弓将,36-弓将,对武力比自己低的敌方部队施展弩兵战法成功时会心一击,,,,,,,150,130,229
508,仆固怀恩,,,,洛阳,洛阳,未发现,0,0,75,94,41,43,21,274,熟,熟,熟,精,初,初,0,1705,男,40,战将,124-战将,对防御力比己方攻击力低的敌方部队施展战法成功会心一击,,,,,,,150,130,229
509,李嗣业,,,,洛阳,洛阳,未发现,0,0,74,93,44,49,60,320,精,精,熟,熟,熟,初,0,1706,男,41,戟将,35-戟将,对武力比自己低的敌方部队施展戟兵战法成功时会心一击,,,,,,,150,130,229
